instance_id	stratum	experiments	reentry	score
ansible--ansible-a26c325bd8f6e2822d9d7e62f77a424c1db4fbf6-v0f01c69f1e2528b935359cfe578530722bca2c59	DET	0	0	0
ansible--ansible-a6e671db25381ed111bbad0ab3e7d97366395d05-v0f01c69f1e2528b935359cfe578530722bca2c59	DET	0	0	0
ansible--ansible-a7d2a4e03209cff1e97e59fd54bb2b05fdbdbec6-v0f01c69f1e2528b935359cfe578530722bca2c59	DET	0	0	0
ansible--ansible-b2a289dcbb702003377221e25f62c8a3608f0e89-v173091e2e36d38c978002990795f66cfc0af30ad	DET	0	0	0
ansible--ansible-b6290e1d156af608bd79118d209a64a051c55001-v390e508d27db7a51eece36bb6d9698b63a5b638a	DET	0	0	0
ansible--ansible-b8025ac160146319d2b875be3366b60c852dd35d-v0f01c69f1e2528b935359cfe578530722bca2c59	DET	0	0	0
ansible--ansible-be2c376ab87e3e872ca21697508f12c6909cf85a-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	DET	0	0	0
ansible--ansible-be59caa59bf47ca78a4760eb7ff38568372a8260-v1055803c3a812189a1133297f7f5468579283f86	DET	0	0	0
ansible--ansible-bec27fb4c0a40c5f8bbcf26a475704227d65ee73-v30a923fb5c164d6cd18280c02422f75e611e8fb2	DET	0	0	0
ansible--ansible-bf98f031f3f5af31a2d78dc2f0a58fe92ebae0bb-v1055803c3a812189a1133297f7f5468579283f86	DET	0	0	0
ansible--ansible-c1f2df47538b884a43320f53e787197793b105e8-v906c969b551b346ef54a2c0b41e04f632b7b73c2	DET	0	0	0
ansible--ansible-c616e54a6e23fa5616a1d56d243f69576164ef9b-v1055803c3a812189a1133297f7f5468579283f86	DET	0	0	0
ansible--ansible-cd9c4eb5a6b2bfaf4a6709f001ce3d0c92c1eed2-v0f01c69f1e2528b935359cfe578530722bca2c59	DET	0	0	0
ansible--ansible-de01db08d00c8d2438e1ba5989c313ba16a145b0-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	DET	0	0	0
ansible--ansible-e22e103cdf8edc56ff7d9b848a58f94f1471a263-v1055803c3a812189a1133297f7f5468579283f86	DET	0	0	0
ansible--ansible-e40889e7112ae00a21a2c74312b330e67a766cc0-v1055803c3a812189a1133297f7f5468579283f86	DET	0	0	0
ansible--ansible-e9e6001263f51103e96e58ad382660df0f3d0e39-v30a923fb5c164d6cd18280c02422f75e611e8fb2	DET	0	0	0
ansible--ansible-ea04e0048dbb3b63f876aad7020e1de8eee9f362-v1055803c3a812189a1133297f7f5468579283f86	DET	0	0	0
ansible--ansible-ed6581e4db2f1bec5a772213c3e186081adc162d-v0f01c69f1e2528b935359cfe578530722bca2c59	DET	0	0	0
ansible--ansible-eea46a0d1b99a6dadedbb6a3502d599235fa7ec3-v390e508d27db7a51eece36bb6d9698b63a5b638a	DET	0	0	0
ansible--ansible-f02a62db509dc7463fab642c9c3458b9bc3476cc-v390e508d27db7a51eece36bb6d9698b63a5b638a	DET	0	0	0
ansible--ansible-f327e65d11bb905ed9f15996024f857a95592629-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	DET	0	0	0
ansible--ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	DET	0	0	0
element-hq--element-web-1077729a19c0ce902e713cf6fab42c91fb7907f1-vnan	DET	0	0	0
element-hq--element-web-1216285ed2e82e62f8780b6702aa0f9abdda0b34-vnan	DET	0	0	0
element-hq--element-web-18c03daa865d3c5b10e52b669cd50be34c67b2e5-vnan	DET	0	0	0
element-hq--element-web-27139ca68eb075a4438c18fca184887002a4ffbc-vnan	DET	0	0	0
element-hq--element-web-2760bfc8369f1bee640d6d7a7e910783143d4c5f-vnan	DET	0	0	0
element-hq--element-web-33299af5c9b7a7ec5a9c31d578d4ec5b18088fb7-vnan	DET	0	0	0
element-hq--element-web-33e8edb3d508d6eefb354819ca693b7accc695e7	DET	0	0	0
element-hq--element-web-404c412bcb694f04ba0c4d5479541203d701bca0-vnan	DET	0	0	0
element-hq--element-web-41dfec20bfe9b62cddbbbf621bef2e9aa9685157-vnan	DET	0	0	0
element-hq--element-web-44b98896a79ede48f5ad7ff22619a39d5f6ff03c-vnan	DET	0	0	0
element-hq--element-web-459df4583e01e4744a52d45446e34183385442d6-vnan	DET	0	0	0
element-hq--element-web-494d9de6f0a94ffb491e74744d2735bce02dc0ab-vnan	DET	0	0	0
element-hq--element-web-4c6b0d35add7ae8d58f71ea1711587e31081444b-vnan	DET	0	0	0
element-hq--element-web-53b42e321777a598aaf2bb3eab22d710569f83a8-vnan	DET	0	0	0
element-hq--element-web-56c7fc1948923b4b3f3507799e725ac16bcf8018-vnan	DET	0	0	0
element-hq--element-web-582a1b093fc0b77538052f45cbb9c7295f991b51-vnan	DET	0	0	0
element-hq--element-web-5dfde12c1c1c0b6e48f17e3405468593e39d9492-vnan	DET	0	0	0
element-hq--element-web-5e8488c2838ff4268f39db4a8cca7d74eecf5a7e-vnan	DET	0	0	0
element-hq--element-web-6205c70462e0ce2e1e77afb3a70b55d0fdfe1b31-vnan	DET	0	0	0
element-hq--element-web-6961c256035bed0b7640a6e5907652c806968478-vnan	DET	0	0	0
element-hq--element-web-71fe08ea0f159ccb707904d87f0a4aef205a167c-vnan	DET	0	0	0
element-hq--element-web-72a8f8f03b1a01bb70ef8a5bb61759416991b32c-vnan	DET	0	0	0
element-hq--element-web-75c2c1a572fa45d1ea1d1a96e9e36e303332ecaa-vnan	DET	0	0	0
element-hq--element-web-772df3021201d9c73835a626df8dcb6334ad9a3e-vnan	DET	0	0	0
element-hq--element-web-776ffa47641c7ec6d142ab4a47691c30ebf83c2e	DET	0	0	0
element-hq--element-web-7c63d52500e145d6fff6de41dd717f61ab88d02f-vnan	DET	0	0	0
element-hq--element-web-880428ab94c6ea98d3d18dcaeb17e8767adcb461-vnan	DET	0	0	0
element-hq--element-web-8f3c8b35153d2227af45f32e46bd1e15bd60b71f-vnan	DET	0	0	0
element-hq--element-web-923ad4323b2006b2b180544429455ffe7d4a6cc3-vnan	DET	0	0	0
element-hq--element-web-9a31cd0fa849da810b4fac6c6c015145e850b282-vnan	DET	0	0	0
element-hq--element-web-9bf77963ee5e036d54b2a3ca202fbf6378464a5e-vnan	DET	0	0	0
element-hq--element-web-a692fe21811f88d92e8f7047fc615e4f1f986b0f-vnan	DET	0	0	0
element-hq--element-web-aeabf3b18896ac1eb7ae9757e66ce886120f8309-vnan	DET	0	0	0
element-hq--element-web-aec454dd6feeb93000380523cbb0b3681c0275fd-vnan	DET	0	0	0
element-hq--element-web-b7fea97bb68c6628a644580076f840109132f074-vnan	DET	0	0	0
element-hq--element-web-ca58617cee8aa91c93553449bfdf9b3465a5119b-vnan	DET	0	0	0
element-hq--element-web-ca8b1b04effb4fec0e1dd3de8e3198eeb364d50e-vnan	DET	0	0	0
element-hq--element-web-ce554276db97b9969073369fefa4950ca8e54f84-vnan	DET	0	0	0
element-hq--element-web-cf3c899dd1f221aa1a1f4c5a80dffc05b9c21c85-vnan	DET	0	0	0
element-hq--element-web-e15ef9f3de36df7f318c083e485f44e1de8aad17	DET	0	0	0
element-hq--element-web-ec0f940ef0e8e3b61078f145f34dc40d1938e6c5-vnan	DET	0	0	0
element-hq--element-web-ecfd1736e5dd9808e87911fc264e6c816653e1a9-vnan	DET	0	0	0
element-hq--element-web-ee13e23b156fbad9369d6a656c827b6444343d4f-vnan	DET	0	0	0
element-hq--element-web-f0359a5c180b8fec4329c77adcf967c8d3b7b787-vnan	DET	0	0	0
element-hq--element-web-f14374a51c153f64f313243f2df6ea4971db4e15	DET	0	0	0
element-hq--element-web-f3534b42df3dcfe36dc48bddbf14034085af6d30-vnan	DET	0	0	0
element-hq--element-web-f63160f38459fb552d00fcc60d4064977a9095a6-vnan	DET	0	0	0
element-hq--element-web-fe14847bb9bb07cab1b9c6c54335ff22ca5e516a-vnan	DET	0	0	0
flipt-io--flipt-02e21636c58e86c51119b63e0fb5ca7b813b07b1	DET	0	0	0
flipt-io--flipt-05d7234fa582df632f70a7cd10194d61bd7043b9	DET	0	0	0
flipt-io--flipt-0b119520afca1cf25c470ff4288c464d4510b944	DET	0	0	0
flipt-io--flipt-0fd09def402258834b9d6c0eaa6d3b4ab93b4446	DET	0	0	0
flipt-io--flipt-15b76cada1ef29cfa56b0fba36754be36243dded	DET	0	0	0
flipt-io--flipt-1737085488ecdcd3299c8e61af45a8976d457b7e	DET	0	0	0
flipt-io--flipt-21a935ad7886cc50c46852be21b37f363a926af0	DET	0	0	0
flipt-io--flipt-292fdaca9be39e6a921aaa8874c011d0fdd3e874	DET	0	0	0
flipt-io--flipt-29d3f9db40c83434d0e3cc082af8baec64c391a9	DET	0	0	0
flipt-io--flipt-2ca5dfb3513e4e786d2b037075617cccc286d5c3	DET	0	0	0
flipt-io--flipt-2ce8a0331e8a8f63f2c1b555db8277ffe5aa2e63	DET	0	0	0
flipt-io--flipt-2eac0df47b5ecc8bb05002d80383ceb08ab3620a	DET	0	0	0
flipt-io--flipt-36e62baffae2132f78f9d34dc300a9baa2d7ae0e	DET	0	0	0
flipt-io--flipt-381b90f718435c4694380b5fcd0d5cf8e3b5a25a	DET	0	0	0
flipt-io--flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be	DET	0	0	0
flipt-io--flipt-40007b9d97e3862bcef8c20ae6c87b22ea0627f0	DET	0	0	0
flipt-io--flipt-406f9396ad65696d58865b3a6283109cd4eaf40e	DET	0	0	0
flipt-io--flipt-492cc0b158200089dceede3b1aba0ed28df3fb1d	DET	0	0	0
flipt-io--flipt-507170da0f7f4da330f6732bffdf11c4df7fc192	DET	0	0	0
flipt-io--flipt-518ec324b66a07fdd95464a5e9ca5fe7681ad8f9	DET	0	0	0
flipt-io--flipt-524f277313606f8cd29b299617d6565c01642e15	DET	0	0	0
flipt-io--flipt-56a620b8fc9ef7a0819b47709aa541cdfdbba00b	DET	0	0	0
flipt-io--flipt-5aef5a14890aa145c22d864a834694bae3a6f112	DET	0	0	0
flipt-io--flipt-5af0757e96dec4962a076376d1bedc79de0d4249	DET	0	0	0
flipt-io--flipt-5c7037ececb0bead0a8eb56054e224bcd7ac5922	DET	0	0	0
flipt-io--flipt-5ffba3406a7993d97ced4cc13658bee66150fcca	DET	0	0	0
flipt-io--flipt-65581fef4aa807540cb933753d085feb0d7e736f	DET	0	0	0
flipt-io--flipt-690672523398c2b6f6e4562f0bf9868664ab894f	DET	0	0	0
flipt-io--flipt-6fe76d024ee0c50ddb09c86f4ae0bd4c208fd65f	DET	0	0	0
flipt-io--flipt-7161f7b876773a911afdd804b281e52681cb7321	DET	0	0	0
flipt-io--flipt-72d06db14d58692bfb4d07b1aa745a37b35956f3	DET	0	0	0
flipt-io--flipt-756f00f79ba8abf9fe53f3c6c818123b42eb7355	DET	0	0	0
flipt-io--flipt-84806a178447e766380cc66b14dee9c6eeb534f4	DET	0	0	0
flipt-io--flipt-86906cbfc3a5d3629a583f98e6301142f5f14bdb-v6bea0cc3a6fc532d7da914314f2944fc1cd04dee	DET	0	0	0
flipt-io--flipt-967855b429f749c28c112b8cb1b15bc79157f973	DET	0	0	0
flipt-io--flipt-96820c3ad10b0b2305e8877b6b303f7fafdf815f	DET	0	0	0
flipt-io--flipt-9d25c18b79bc7829a6fb08ec9e8793d5d17e2868	DET	0	0	0
flipt-io--flipt-9f8127f225a86245fa35dca4885c2daef824ee55	DET	0	0	0
flipt-io--flipt-a42d38a1bb1df267c53d9d4a706cf34825ae3da9	DET	0	0	0
flipt-io--flipt-abaa5953795afb9c621605bb18cb32ac48b4508c	DET	0	0	0
flipt-io--flipt-af7a0be46d15f0b63f16a868d13f3b48a838e7ce	DET	0	0	0
flipt-io--flipt-b2170346dc37cf42fda1386cd630f24821ad2ac5	DET	0	0	0
flipt-io--flipt-b22f5f02e40b225b6b93fff472914973422e97c6	DET	0	0	0
flipt-io--flipt-b2cd6a6dd73ca91b519015fd5924fde8d17f3f06	DET	0	0	0
flipt-io--flipt-b3cd920bbb25e01fdb2dab66a5a913363bc62f6c	DET	0	0	0
flipt-io--flipt-b433bd05ce405837804693bebd5f4b88d87133c8	DET	0	0	0
flipt-io--flipt-b4bb5e13006a729bc0eed8fe6ea18cff54acdacb	DET	0	0	0
flipt-io--flipt-b6cef5cdc0daff3ee99e5974ed60a1dc6b4b0d67	DET	0	0	0
flipt-io--flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0	DET	0	0	0
flipt-io--flipt-c154dd1a3590954dfd3b901555fc6267f646a289	DET	0	0	0
flipt-io--flipt-c1728053367c753688f114ec26e703c8fdeda125	DET	0	0	0
flipt-io--flipt-c188284ff0c094a4ee281afebebd849555ebee59	DET	0	0	0
flipt-io--flipt-c1fd7a81ef9f23e742501bfb26d914eb683262aa	DET	0	0	0
flipt-io--flipt-c6a7b1fd933e763b1675281b30077e161fa115a1	DET	0	0	0
flipt-io--flipt-c8d71ad7ea98d97546f01cce4ccb451dbcf37d3b	DET	0	0	0
flipt-io--flipt-cd2f3b0a9d4d8b8a6d3d56afab65851ecdc408e8	DET	0	0	0
flipt-io--flipt-cf06f4ebfab7fa21eed3e5838592e8e44566957f	DET	0	0	0
flipt-io--flipt-dae029cba7cdb98dfb1a6b416c00d324241e6063	DET	0	0	0
flipt-io--flipt-dbe263961b187e1c5d7fe34c65b000985a2da5a0	DET	0	0	0
flipt-io--flipt-e2bd19dafa7166c96b082fb2a59eb54b4be0d778	DET	0	0	0
flipt-io--flipt-e42da21a07a5ae35835ec54f74004ebd58713874	DET	0	0	0
flipt-io--flipt-e50808c03e4b9d25a6a78af9c61a3b1616ea356b	DET	0	0	0
flipt-io--flipt-e594593dae52badf80ffd27878d2275c7f0b20e9	DET	0	0	0
flipt-io--flipt-e5fe37c379e1eec2dd3492c5737c0be761050b26	DET	0	0	0
flipt-io--flipt-e88e93990e3ec1e7697754b423decc510d5dd5fe	DET	0	0	0
flipt-io--flipt-e91615cf07966da41756017a7d571f9fc0fdbe80	DET	0	0	0
flipt-io--flipt-ebb3f84c74d61eee4d8c6875140b990eee62e146	DET	0	0	0
flipt-io--flipt-ee02b164f6728d3227c42671028c67a4afd36918	DET	0	0	0
flipt-io--flipt-f1bc91a1b999656dbdb2495ccb57bf2105b84920	DET	0	0	0
flipt-io--flipt-f743945d599b178293e89e784b3b2374b1026430	DET	0	0	0
future-architect--vuls-01441351c3407abfc21c48a38e28828e1b504e0c	DET	0	0	0
future-architect--vuls-030b2e03525d68d74cb749959aac2d7f3fc0effa	DET	0	0	0
future-architect--vuls-139f3a81b66c47e6d8f70ce6c4afe7a9196a6ea8	DET	0	0	0
future-architect--vuls-17ae386d1e185ba742eea4668ca77642e22b54c4	DET	0	0	0
future-architect--vuls-1832b4ee3a20177ad313d806983127cb6e53f5cf	DET	0	0	0
future-architect--vuls-2923cbc645fbc7a37d50398eb2ab8febda8c3264	DET	0	0	0
future-architect--vuls-2c84be80b65d022c262956cd26fc79d8bb2f7010	DET	0	0	0
future-architect--vuls-36456cb151894964ba1683ce7da5c35ada789970	DET	0	0	0
future-architect--vuls-3f8de0268376e1f0fa6d9d61abb0d9d3d580ea7d	DET	0	0	0
future-architect--vuls-407407d306e9431d6aa0ab566baa6e44e5ba2904	DET	0	0	0
future-architect--vuls-436341a4a522dc83eb8bddd1164b764c8dd6bc45	DET	0	0	0
future-architect--vuls-457a3a9627fb9a0800d0aecf1d4713fb634a9011	DET	0	0	0
future-architect--vuls-4a72295de7b91faa59d90a5bee91535bbe76755d	DET	0	0	0
future-architect--vuls-4b680b996061044e93ef5977a081661665d3360a	DET	0	0	0
future-architect--vuls-4c04acbd9ea5b073efe999e33381fa9f399d6f27	DET	0	0	0
future-architect--vuls-50580f6e98eeb36f53f27222f7f4fdfea0b21e8d	DET	0	0	0
future-architect--vuls-54e73c2f5466ef5daec3fb30922b9ac654e4ed25	DET	0	0	0
future-architect--vuls-5af1a227339e46c7abf3f2815e4c636a0c01098e	DET	0	0	0
future-architect--vuls-61c39637f2f3809e1b5dad05f0c57c799dce1587	DET	0	0	0
future-architect--vuls-6682232b5c8a9d08c0e9f15bd90d41bff3875adc	DET	0	0	0
future-architect--vuls-6eff6a9329a65cc412e79b8f82444dfa3d0f0b5a	DET	0	0	0
future-architect--vuls-73f0adad95c4d227e2ccfa876c85cc95dd065e13	DET	0	0	0
future-architect--vuls-78b52d6a7f480bd610b692de9bf0c86f57332f23	DET	0	0	0
future-architect--vuls-7e91f5ef7e5712b1a3d7d5066ad6607e9debc21c	DET	0	0	0
future-architect--vuls-7eb77f5b5127c847481bcf600b4dca2b7a85cf3e	DET	0	0	0
future-architect--vuls-83bcca6e669ba2e4102f26c4a2b52f78c7861f1a	DET	0	0	0
future-architect--vuls-8659668177f1feb65963db7a967347a79c5f9c40	DET	0	0	0
future-architect--vuls-86b60e1478e44d28b1aff6b9ac7e95ceb05bc5fc	DET	0	0	0
future-architect--vuls-878c25bf5a9c9fd88ac32eb843f5636834d5712d	DET	0	0	0
future-architect--vuls-8d5ea98e50cf616847f4e5a2df300395d1f719e9	DET	0	0	0
future-architect--vuls-999529a05b202b0fd29c6fca5039a4c47a3766bb	DET	0	0	0
future-architect--vuls-9a32a94806b54141b7ff12503c48da680ebcf199	DET	0	0	0
future-architect--vuls-9aa0d87a21bede91c2b45c32187456bb69455e92	DET	0	0	0
future-architect--vuls-a76302c11174ca081f656c63a000ffa746e350af	DET	0	0	0
future-architect--vuls-aaea15e516ece43978cf98e09e52080478b1d39f	DET	0	0	0
future-architect--vuls-abd80417728b16c6502067914d27989ee575f0ee	DET	0	0	0
future-architect--vuls-ad2edbb8448e2c41a097f1c0b52696c0f6c5924d	DET	0	0	0
future-architect--vuls-b8db2e0b74f60cb7d45f710f255e061f054b6afc	DET	0	0	0
future-architect--vuls-be7b9114cc9545e68fb0ee7bc63d7ec53d1a00ad	DET	0	0	0
future-architect--vuls-c11ba27509f733d7d280bdf661cbbe2e7a99df4c	DET	0	0	0
future-architect--vuls-ca3f6b1dbf2cd24d1537bfda43e788443ce03a0c	DET	0	0	0
future-architect--vuls-cc63a0eccfdd318e67c0a6edeffc7bf09b6025c0	DET	0	0	0
future-architect--vuls-dc496468b9e9fb73371f9606cdcdb0f8e12e70ca	DET	0	0	0
future-architect--vuls-e049df50fa1eecdccc5348e27845b5c783ed7c76-v73dc95f6b90883d8a87e01e5e9bb6d3cc32add6d	DET	0	0	0
future-architect--vuls-e1df74cbc1a1d1889428b3333a3b2405c4651993	DET	0	0	0
future-architect--vuls-e1fab805afcfc92a2a615371d0ec1e667503c254-v264a82e2f4818e30f5a25e4da53b27ba119f62b5	DET	0	0	0
future-architect--vuls-e3c27e1817d68248043bd09d63cc31f3344a6f2c	DET	0	0	0
future-architect--vuls-e4728e388120b311c4ed469e4f942e0347a2689b-v264a82e2f4818e30f5a25e4da53b27ba119f62b5	DET	0	0	0
future-architect--vuls-edb324c3d9ec3b107bf947f00e38af99d05b3e16	DET	0	0	0
future-architect--vuls-ef2be3d6ea4c0a13674aaab08b182eca4e2b9a17-v264a82e2f4818e30f5a25e4da53b27ba119f62b5	DET	0	0	0
future-architect--vuls-f0b3a8b1db98eb1bd32685f1c36c41a99c3452ed	DET	0	0	0
future-architect--vuls-f6509a537660ea2bce0e57958db762edd3a36702	DET	0	0	0
future-architect--vuls-f6cc8c263dc00329786fa516049c60d4779c4a07	DET	0	0	0
future-architect--vuls-fd18df1dd4e4360f8932bc4b894bd8b40d654e7c	DET	0	0	0
future-architect--vuls-fe8d252c51114e922e6836055ef86a15f79ad042	DET	0	0	0
gravitational--teleport-02d1efb8560a1aa1c72cfb1c08edd8b84a9511b4-vce94f93ad1030e3136852817f2423c1b3ac37bc4	DET	0	0	0
gravitational--teleport-0415e422f12454db0c22316cf3eaa5088d6b6322	DET	0	0	0
gravitational--teleport-0ac7334939981cf85b9591ac295c3816954e287e	DET	0	0	0
gravitational--teleport-0cb341c926713bdfcbb490c69659a9b101df99eb	DET	0	0	0
gravitational--teleport-10123c046e21e1826098e485a4c2212865a49d9f	DET	0	0	0
gravitational--teleport-1316e6728a3ee2fc124e2ea0cc6a02044c87a144-v626ec2a48416b10a88641359a169d99e935ff037	DET	0	0	0
gravitational--teleport-1330415d33a27594c948a36d9d7701f496229e9f	DET	0	0	0
gravitational--teleport-1b08e7d0dbe68fe530a0f08ad408ec198b7c53fc-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	DET	0	0	0
gravitational--teleport-24cafecd8721891092210afc55f6413ab46ca211-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	DET	0	0	0
gravitational--teleport-288c5519ce0dec9622361a5e5d6cd36aa2d9e348	DET	0	0	0
gravitational--teleport-326fd1d7be87b03998dbc53bc706fdef90f5065c-v626ec2a48416b10a88641359a169d99e935ff037	DET	0	0	0
gravitational--teleport-3587cca7840f636489449113969a5066025dd5bf	DET	0	0	0
gravitational--teleport-37c3724d0d6637e959e39408ee351565d73afe71-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	DET	0	0	0
gravitational--teleport-3fa6904377c006497169945428e8197158667910-v626ec2a48416b10a88641359a169d99e935ff037	DET	0	0	0
gravitational--teleport-3ff19cf7c41f396ae468797d3aeb61515517edc9-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	DET	0	0	0
gravitational--teleport-3ff75e29fb2153a2637fe7f83e49dc04b1c99c9f	DET	0	0	0
gravitational--teleport-46a13210519461c7cec8d643bfbe750265775b41	DET	0	0	0
gravitational--teleport-46aa81b1ce96ebb4ebed2ae53fd78cd44a05da6c-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	DET	0	0	0
gravitational--teleport-4d0117b50dc8cdb91c94b537a4844776b224cd3d	DET	0	0	0
gravitational--teleport-4f771403dc4177dc26ee0370f7332f3fe54bee0f-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	DET	0	0	0
gravitational--teleport-53814a2d600ccd74c1e9810a567563432b98386e-vce94f93ad1030e3136852817f2423c1b3ac37bc4	DET	0	0	0
gravitational--teleport-59d39dee5a8a66e5b8a18a9085a199d369b1fba8-v626ec2a48416b10a88641359a169d99e935ff037	DET	0	0	0
gravitational--teleport-5dca072bb4301f4579a15364fcf37cc0c39f7f6c	DET	0	0	0
gravitational--teleport-629dc432eb191ca479588a8c49205debb83e80e2	DET	0	0	0
gravitational--teleport-6a14edcf1ff010172fdbac622d0a474ed6af46de	DET	0	0	0
gravitational--teleport-6eaaf3a27e64f4ef4ef855bd35d7ec338cf17460-v626ec2a48416b10a88641359a169d99e935ff037	DET	0	0	0
gravitational--teleport-769b4b5eec7286b7b14e179f2cc52e6b15d2d9f3-v626ec2a48416b10a88641359a169d99e935ff037	DET	0	0	0
gravitational--teleport-78b0d8c72637df1129fb6ff84fc49ef4b5ab1288	DET	0	0	0
gravitational--teleport-82185f232ae8974258397e121b3bc2ed0c3729ed-v626ec2a48416b10a88641359a169d99e935ff037	DET	0	0	0
gravitational--teleport-8302d467d160f869b77184e262adbe2fbc95d9ba-vce94f93ad1030e3136852817f2423c1b3ac37bc4	DET	0	0	0
gravitational--teleport-89f0432ad5dc70f1f6a30ec3a8363d548371a718	DET	0	0	0
gravitational--teleport-96019ce0be7a2c8e36363f359eb7c943b41dde70	DET	0	0	0
gravitational--teleport-a95b3ae0667f9e4b2404bf61f51113e6d83f01cd	DET	0	0	0
gravitational--teleport-ac2fb2f9b4fd1896b554d3011df23d3d71295779	DET	0	0	0
gravitational--teleport-ad41b3c15414b28a6cec8c25424a19bfa7abd0e9-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	DET	0	0	0
gravitational--teleport-b4e7cd3a5e246736d3fe8d6886af55030b232277	DET	0	0	0
gravitational--teleport-b5d8169fc0a5e43fee2616c905c6d32164654dc6	DET	0	0	0
gravitational--teleport-b8fbb2d1e90ffcde88ed5fe9920015c1be075788-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	DET	0	0	0
gravitational--teleport-ba6c4a135412c4296dd5551bd94042f0dc024504-v626ec2a48416b10a88641359a169d99e935ff037	DET	0	0	0
gravitational--teleport-bb69574e02bd62e5ccd3cebb25e1c992641afb2a	DET	0	0	0
gravitational--teleport-c1b1c6a1541c478d7777a48fca993cc8206c73b9	DET	0	0	0
gravitational--teleport-c335534e02de143508ebebc7341021d7f8656e8f	DET	0	0	0
gravitational--teleport-dd3977957a67bedaf604ad6ca255ba8c7b6704e9	DET	0	0	0
gravitational--teleport-e6681abe6a7113cfd2da507f05581b7bdf398540-v626ec2a48416b10a88641359a169d99e935ff037	DET	0	0	0
gravitational--teleport-eda668c30d9d3b56d9c69197b120b01013611186	DET	0	0	0
gravitational--teleport-f432a71a13e698b6e1c4672a2e9e9c1f32d35c12	DET	0	0	0
gravitational--teleport-fb0ab2b9b771377a689fd0d0374777c251e58bbf	DET	0	0	0
gravitational--teleport-fd2959260ef56463ad8afa4c973f47a50306edd4	DET	0	0	0
internetarchive--openlibrary-00bec1e7c8f3272c469a58e1377df03f955ed478-v13642507b4fc1f8d234172bf8129942da2c2ca26	DET	0	0	0
internetarchive--openlibrary-0a90f9f0256e4f933523e9842799e39f95ae29ce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c	DET	0	0	0
internetarchive--openlibrary-0d13e6b4bf80bced6c0946b969b9a1b6963f6bce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c	DET	0	0	0
internetarchive--openlibrary-1351c59fd43689753de1fca32c78d539a116ffc1-v29f82c9cf21d57b242f8d8b0e541525d259e2d63	DET	0	0	0
internetarchive--openlibrary-1894cb48d6e7fb498295a5d3ed0596f6f603b784-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4	DET	0	0	0
internetarchive--openlibrary-25858f9f0c165df25742acf8309ce909773f0cdd-v13642507b4fc1f8d234172bf8129942da2c2ca26	DET	0	0	0
internetarchive--openlibrary-30bc73a1395fba2300087c7f307e54bb5372b60a-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c	DET	0	0	0
internetarchive--openlibrary-322d7a46cdc965bfabbf9500e98fde098c9d95b2-v13642507b4fc1f8d234172bf8129942da2c2ca26	DET	0	0	0
internetarchive--openlibrary-3aeec6afed9198d734b7ee1293f03ca94ff970e1-v13642507b4fc1f8d234172bf8129942da2c2ca26	DET	0	0	0
internetarchive--openlibrary-3f580a5f244c299d936d73d9e327ba873b6401d9-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4	DET	0	0	0
internetarchive--openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4	DET	0	0	0
internetarchive--openlibrary-431442c92887a3aece3f8aa771dd029738a80eb1-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c	DET	0	0	0
internetarchive--openlibrary-43f9e7e0d56a4f1d487533543c17040a029ac501-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4	DET	0	0	0
internetarchive--openlibrary-4a5d2a7d24c9e4c11d3069220c0685b736d5ecde-v13642507b4fc1f8d234172bf8129942da2c2ca26	DET	0	0	0
internetarchive--openlibrary-4b7ea2977be2747496ba792a678940baa985f7ea-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4	DET	0	0	0
internetarchive--openlibrary-5069b09e5f64428dce59b33455c8bb17fe577070-v8717e18970bcdc4e0d2cea3b1527752b21e74866	DET	0	0	0
internetarchive--openlibrary-53d376b148897466bb86d5accb51912bbbe9a8ed-v08d8e8889ec945ab821fb156c04c7d2e2810debb	DET	0	0	0
internetarchive--openlibrary-58999808a17a26b387f8237860a7a524d1e2d262-v08d8e8889ec945ab821fb156c04c7d2e2810debb	DET	0	0	0
