Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-05-31T03:11:58.103Z","","","Included","composer-2.5","No","0","55230","1256778","10381","1322389","Included"
"2026-05-31T03:11:52.384Z","","","Included","composer-2.5","No","0","31221","395309","4209","430739","Included"
"2026-05-31T03:11:15.628Z","","","Included","composer-2.5","No","0","48696","936432","10746","995874","Included"
"2026-05-31T03:10:51.561Z","","","Included","composer-2.5","No","0","76191","1399143","13114","1488448","Included"
"2026-05-31T03:10:28.653Z","","","Included","composer-2.5","No","0","51119","1269411","12200","1332730","Included"
"2026-05-31T03:10:17.216Z","","","Included","composer-2.5","No","0","69237","1382155","10345","1461737","Included"
"2026-05-31T03:10:16.841Z","","","Included","composer-2.5","No","0","24308","292203","4995","321506","Included"
"2026-05-31T03:10:06.042Z","","","Included","composer-2.5","No","0","28754","642752","5629","677135","Included"
"2026-05-31T03:09:36.341Z","","","Included","composer-2.5","No","0","76448","1639251","14371","1730070","Included"
"2026-05-31T03:09:36.324Z","","","Included","composer-2.5","No","0","65806","1322476","9868","1398150","Included"
"2026-05-31T03:09:25.581Z","","","Included","composer-2.5","No","0","54021","717413","8468","779902","Included"
"2026-05-31T03:09:07.058Z","","","Included","composer-2.5","No","0","25072","458494","7291","490857","Included"
"2026-05-31T03:09:04.635Z","","","Included","composer-2.5","No","0","44990","1312095","10705","1367790","Included"
"2026-05-31T03:08:43.187Z","","","Included","composer-2.5","No","0","27403","539065","7328","573796","Included"
"2026-05-31T03:08:29.916Z","","","Included","composer-2.5","No","0","55170","1435119","13414","1503703","Included"
"2026-05-31T03:08:21.122Z","","","Included","composer-2.5","No","0","66416","1349506","15271","1431193","Included"
"2026-05-31T03:08:20.604Z","","","Included","composer-2.5","No","0","26247","374752","5768","406767","Included"
"2026-05-31T03:08:08.456Z","","","Included","composer-2.5","No","0","67269","1892580","13504","1973353","Included"
"2026-05-31T03:08:04.393Z","","","Included","composer-2.5","No","0","56460","1019404","11902","1087766","Included"
"2026-05-31T03:08:01.328Z","","","Included","composer-2.5","No","0","30349","369690","4883","404922","Included"
"2026-05-31T03:07:53.215Z","","","Included","composer-2.5","No","0","41969","717935","9665","769569","Included"
"2026-05-31T03:07:40.258Z","","","Included","composer-2.5","No","0","28321","563752","7407","599480","Included"
"2026-05-31T03:07:31.352Z","","","Included","composer-2.5","No","0","57919","829720","6649","894288","Included"
"2026-05-31T03:07:28.936Z","","","Included","composer-2.5","No","0","36613","384700","5357","426670","Included"
"2026-05-31T03:07:10.379Z","","","Included","composer-2.5","No","0","44744","204402","2605","251751","Included"
"2026-05-31T03:07:05.928Z","","","Included","composer-2.5","No","0","22694","240718","2721","266133","Included"
"2026-05-31T03:06:50.548Z","","","Included","composer-2.5","No","0","42346","569481","5758","617585","Included"
"2026-05-31T03:06:48.251Z","","","Included","composer-2.5","No","0","29575","263490","3113","296178","Included"
"2026-05-31T03:06:36.226Z","","","Included","composer-2.5","No","0","60482","960376","9517","1030375","Included"
"2026-05-31T03:06:20.000Z","","","Included","composer-2.5","No","0","57786","795087","7893","860766","Included"
"2026-05-31T03:06:12.664Z","","","Included","composer-2.5","No","0","65995","1562090","17586","1645671","Included"
"2026-05-31T03:05:31.991Z","","","Included","composer-2.5","No","0","55208","918171","10516","983895","Included"
"2026-05-31T03:05:12.628Z","","","Included","composer-2.5","No","0","63592","1315658","13193","1392443","Included"
"2026-05-31T03:04:45.028Z","","","Included","composer-2.5","No","0","49271","759138","9992","818401","Included"
"2026-05-31T03:04:18.363Z","","","Included","composer-2.5","No","0","29835","619008","6369","655212","Included"
"2026-05-31T03:04:03.930Z","","","Included","composer-2.5","No","0","47319","607921","8344","663584","Included"
"2026-05-31T03:04:00.580Z","","","Included","composer-2.5","No","0","39916","737196","8614","785726","Included"
"2026-05-31T03:03:57.851Z","","","Included","composer-2.5","No","0","76988","1158078","12601","1247667","Included"
"2026-05-31T03:03:53.512Z","","","Included","composer-2.5","No","0","54007","1052678","11286","1117971","Included"
"2026-05-31T03:03:50.842Z","","","Included","composer-2.5","No","0","37181","596177","9328","642686","Included"
"2026-05-31T03:03:45.128Z","","","Included","composer-2.5","No","0","49714","1094444","13145","1157303","Included"
"2026-05-31T03:03:31.229Z","","","Included","composer-2.5","No","0","16761","120705","1735","139201","Included"
"2026-05-31T03:03:29.683Z","","","Included","composer-2.5","No","0","47270","1263924","12330","1323524","Included"
"2026-05-31T03:03:24.941Z","","","Included","composer-2.5","No","0","27324","286512","3059","316895","Included"
"2026-05-31T03:03:08.687Z","","","Included","composer-2.5","No","0","32785","526912","6293","565990","Included"
"2026-05-31T03:02:37.175Z","","","Included","composer-2.5","No","0","31696","324217","4866","360779","Included"
"2026-05-31T03:02:14.785Z","","","Included","composer-2.5","No","0","82279","2056814","12499","2151592","Included"
"2026-05-31T03:02:11.217Z","","","Included","composer-2.5","No","0","52680","520520","5401","578601","Included"
"2026-05-31T03:02:10.481Z","","","Included","composer-2.5","No","0","136415","1683868","14226","1834509","Included"
"2026-05-31T03:01:55.682Z","","","Included","composer-2.5","No","0","66079","1137733","12040","1215852","Included"
"2026-05-31T03:01:54.984Z","","","Included","composer-2.5","No","0","52536","1983389","15227","2051152","Included"
"2026-05-31T03:01:36.259Z","","","Included","composer-2.5","No","0","17390","189455","1887","208732","Included"
"2026-05-31T03:01:24.794Z","","","Included","composer-2.5","No","0","20327","170521","1765","192613","Included"
"2026-05-31T03:01:13.591Z","","","Included","composer-2.5","No","0","99546","3147685","18867","3266098","Included"
"2026-05-31T03:00:51.583Z","","","Included","composer-2.5","No","0","58007","900905","16384","975296","Included"
"2026-05-31T03:00:28.015Z","","","Included","composer-2.5","No","0","47479","978047","10557","1036083","Included"
"2026-05-31T03:00:08.611Z","","","Included","composer-2.5","No","0","60744","1709358","16732","1786834","Included"
"2026-05-31T02:59:36.061Z","","","Included","composer-2.5","No","0","57573","818937","8316","884826","Included"
"2026-05-31T02:59:30.844Z","","","Included","composer-2.5","No","0","45079","1521223","11697","1577999","Included"
"2026-05-31T02:59:07.395Z","","","Included","composer-2.5","No","0","34580","507334","6854","548768","Included"
"2026-05-31T02:59:06.580Z","","","Included","composer-2.5","No","0","48671","251918","2449","303038","Included"
"2026-05-31T02:58:50.232Z","","","Included","composer-2.5","No","0","31212","592619","4956","628787","Included"
"2026-05-31T02:58:34.047Z","","","Included","composer-2.5","No","0","28393","327264","4810","360467","Included"
"2026-05-31T02:58:31.018Z","","","Included","composer-2.5","No","0","51843","1598055","15899","1665797","Included"
"2026-05-31T02:58:02.141Z","","","Included","composer-2.5","No","0","46998","981000","12270","1040268","Included"
"2026-05-31T02:58:00.042Z","","","Included","composer-2.5","No","0","31998","783164","8607","823769","Included"
"2026-05-31T02:57:50.592Z","","","Included","composer-2.5","No","0","23293","140496","2136","165925","Included"
"2026-05-31T02:57:31.182Z","","","Included","composer-2.5","No","0","43933","889684","9715","943332","Included"
"2026-05-31T02:57:23.355Z","","","Included","composer-2.5","No","0","59543","792986","7736","860265","Included"
"2026-05-31T02:57:21.448Z","","","Included","composer-2.5","No","0","71990","1504478","13521","1589989","Included"
"2026-05-31T02:57:01.174Z","","","Included","composer-2.5","No","0","21406","175996","1972","199374","Included"
"2026-05-31T02:56:47.394Z","","","Included","composer-2.5","No","0","47877","758711","10325","816913","Included"
"2026-05-31T02:56:43.175Z","","","Included","composer-2.5","No","0","74070","2710258","19049","2803377","Included"
"2026-05-31T02:56:21.770Z","","","Included","composer-2.5","No","0","38186","1431062","9940","1479188","Included"
"2026-05-31T02:56:01.027Z","","","Included","composer-2.5","No","0","44654","922421","11445","978520","Included"
"2026-05-31T02:55:55.283Z","","","Included","composer-2.5","No","0","22295","268989","3846","295130","Included"
"2026-05-31T02:55:50.734Z","","","Included","composer-2.5","No","0","30175","247110","2639","279924","Included"
"2026-05-31T02:55:49.509Z","","","Included","composer-2.5","No","0","47802","854710","12436","914948","Included"
"2026-05-31T02:55:45.064Z","","","Included","composer-2.5","No","0","67980","2680477","17420","2765877","Included"
"2026-05-31T02:55:39.477Z","","","Included","composer-2.5","No","0","77188","2635897","21747","2734832","Included"
"2026-05-31T02:55:18.757Z","","","Included","composer-2.5","No","0","34768","444469","8102","487339","Included"
"2026-05-31T02:54:58.732Z","","","Included","composer-2.5","No","0","63637","2360013","21214","2444864","Included"
"2026-05-31T02:54:49.222Z","","","Included","composer-2.5","No","0","71243","1654841","10660","1736744","Included"
"2026-05-31T02:54:34.715Z","","","Included","composer-2.5","No","0","29413","131692","1360","162465","Included"
"2026-05-31T02:54:32.291Z","","","Included","composer-2.5","No","0","30323","441023","3467","474813","Included"
"2026-05-31T02:54:19.079Z","","","Included","composer-2.5","No","0","64214","920512","10084","994810","Included"
"2026-05-31T02:53:46.001Z","","","Included","composer-2.5","No","0","28344","179322","2586","210252","Included"
"2026-05-31T02:53:04.103Z","","","Included","composer-2.5","No","0","48160","713053","10978","772191","Included"
"2026-05-31T02:53:03.322Z","","","Included","composer-2.5","No","0","66436","1426112","14322","1506870","Included"
"2026-05-31T02:52:51.269Z","","","Included","composer-2.5","No","0","60802","1200006","11431","1272239","Included"
"2026-05-31T02:52:47.033Z","","","Included","composer-2.5","No","0","46427","648918","9571","704916","Included"
"2026-05-31T02:52:34.490Z","","","Included","composer-2.5","No","0","90037","3425783","22217","3538037","Included"
"2026-05-31T02:52:28.471Z","","","Included","composer-2.5","No","0","20834","254279","2378","277491","Included"
"2026-05-31T02:52:17.691Z","","","Included","composer-2.5","No","0","58602","1352933","9425","1420960","Included"
"2026-05-31T02:52:15.364Z","","","Included","composer-2.5","No","0","62278","1751586","14536","1828400","Included"
"2026-05-31T02:52:11.935Z","","","Included","composer-2.5","No","0","60512","1611273","13644","1685429","Included"
"2026-05-31T02:52:11.107Z","","","Included","composer-2.5","No","0","40214","530118","7941","578273","Included"
"2026-05-31T02:52:11.104Z","","","Included","composer-2.5","No","0","39449","609538","4888","653875","Included"
"2026-05-31T02:52:00.280Z","","","Included","composer-2.5","No","0","30701","377600","4485","412786","Included"
"2026-05-31T02:51:35.214Z","","","Included","composer-2.5","No","0","40617","447565","5726","493908","Included"
"2026-05-31T02:51:23.443Z","","","Included","composer-2.5","No","0","43698","722373","9935","776006","Included"
"2026-05-31T02:50:55.138Z","","","Included","composer-2.5","No","0","31789","205044","3158","239991","Included"
"2026-05-31T02:50:44.903Z","","","Included","composer-2.5","No","0","24784","343067","3743","371594","Included"
"2026-05-31T02:50:15.564Z","","","Included","composer-2.5","No","0","45642","1409528","8558","1463728","Included"
"2026-05-31T02:50:10.228Z","","","Included","composer-2.5","No","0","59003","1404319","10865","1474187","Included"
"2026-05-31T02:49:56.606Z","","","Included","composer-2.5","No","0","43796","818565","6329","868690","Included"
"2026-05-31T02:49:35.718Z","","","Included","composer-2.5","No","0","29519","604075","5953","639547","Included"
"2026-05-31T02:49:30.267Z","","","Included","composer-2.5","No","0","43544","723913","10928","778385","Included"
"2026-05-31T02:49:13.910Z","","","Included","composer-2.5","No","0","26874","440016","6215","473105","Included"
"2026-05-31T02:48:23.586Z","","","Included","composer-2.5","No","0","33865","863866","8152","905883","Included"
"2026-05-31T02:48:00.555Z","","","Included","composer-2.5","No","0","32705","367392","3979","404076","Included"
"2026-05-31T02:47:55.204Z","","","Included","composer-2.5","No","0","61804","623386","9060","694250","Included"
"2026-05-31T02:47:52.309Z","","","Included","composer-2.5","No","0","56226","1555952","17345","1629523","Included"
"2026-05-31T02:47:50.308Z","","","Included","composer-2.5","No","0","43534","1420133","11615","1475282","Included"
"2026-05-31T02:47:50.154Z","","","Included","composer-2.5","No","0","50763","1032192","13709","1096664","Included"
"2026-05-31T02:47:21.693Z","","","Included","composer-2.5","No","0","42896","937372","12210","992478","Included"
"2026-05-31T02:47:21.411Z","","","Included","composer-2.5","No","0","79088","1926340","16695","2022123","Included"
"2026-05-31T02:47:12.147Z","","","Included","composer-2.5","No","0","74221","1689844","11960","1776025","Included"
"2026-05-31T02:46:53.149Z","","","Included","composer-2.5","No","0","42912","1462988","10935","1516835","Included"
"2026-05-31T02:46:43.612Z","","","Included","composer-2.5","No","0","80978","2296307","21589","2398874","Included"
"2026-05-31T02:46:35.945Z","","","Included","composer-2.5","No","0","49842","912546","8391","970779","Included"
"2026-05-31T02:46:07.644Z","","","Included","composer-2.5","No","0","41133","743818","9190","794141","Included"
"2026-05-31T02:45:47.648Z","","","Included","composer-2.5","No","0","39984","611611","9546","661141","Included"
"2026-05-31T02:45:27.203Z","","","Included","composer-2.5","No","0","84940","2449185","14221","2548346","Included"
"2026-05-31T02:45:25.066Z","","","Included","composer-2.5","No","0","42063","796536","7216","845815","Included"
"2026-05-31T02:45:17.473Z","","","Included","composer-2.5","No","0","33809","655667","6331","695807","Included"
"2026-05-31T02:45:14.169Z","","","Included","composer-2.5","No","0","27384","268359","3044","298787","Included"
"2026-05-31T02:45:00.273Z","","","Included","composer-2.5","No","0","48625","1164164","9096","1221885","Included"
"2026-05-31T02:44:59.318Z","","","Included","composer-2.5","No","0","107701","1000994","11524","1120219","Included"
"2026-05-31T02:44:44.718Z","","","Included","composer-2.5","No","0","48900","1062400","11153","1122453","Included"
"2026-05-31T02:44:37.799Z","","","Included","composer-2.5","No","0","63496","1105686","12908","1182090","Included"
"2026-05-31T02:44:10.488Z","","","Included","composer-2.5","No","0","94373","1884900","11282","1990555","Included"
"2026-05-31T02:44:05.711Z","","","Included","composer-2.5","No","0","68022","2547257","15311","2630590","Included"
"2026-05-31T02:43:59.003Z","","","Included","composer-2.5","No","0","27894","148896","1996","178786","Included"
"2026-05-31T02:43:52.099Z","","","Included","composer-2.5","No","0","37167","378667","4252","420086","Included"
"2026-05-31T02:43:39.017Z","","","Included","composer-2.5","No","0","35396","566192","7159","608747","Included"
"2026-05-31T02:43:23.842Z","","","Included","composer-2.5","No","0","30741","408154","3740","442635","Included"
"2026-05-31T02:43:01.198Z","","","Included","composer-2.5","No","0","99096","3159200","19936","3278232","Included"
"2026-05-31T02:42:57.216Z","","","Included","composer-2.5","No","0","42297","793818","9811","845926","Included"
"2026-05-31T02:42:35.910Z","","","Included","composer-2.5","No","0","38546","542866","5722","587134","Included"
"2026-05-31T02:42:24.230Z","","","Included","composer-2.5","No","0","22510","313804","3624","339938","Included"
"2026-05-31T02:42:17.696Z","","","Included","composer-2.5","No","0","31312","286464","3321","321097","Included"
"2026-05-31T02:42:11.836Z","","","Included","composer-2.5","No","0","23305","161368","1904","186577","Included"
"2026-05-31T02:42:08.293Z","","","Included","composer-2.5","No","0","56532","1033033","11747","1101312","Included"
"2026-05-31T02:42:06.450Z","","","Included","composer-2.5","No","0","71782","1683619","14266","1769667","Included"
"2026-05-31T02:41:59.577Z","","","Included","composer-2.5","No","0","43291","1174801","12728","1230820","Included"
"2026-05-31T02:41:55.583Z","","","Included","composer-2.5","No","0","36641","672806","5510","714957","Included"
"2026-05-31T02:41:43.611Z","","","Included","composer-2.5","No","0","58609","1451818","12500","1522927","Included"
"2026-05-31T02:41:25.024Z","","","Included","composer-2.5","No","0","25584","171558","1777","198919","Included"
"2026-05-31T02:41:09.817Z","","","Included","composer-2.5","No","0","34882","660870","6066","701818","Included"
"2026-05-31T02:40:57.179Z","","","Included","composer-2.5","No","0","37203","921743","10659","969605","Included"
"2026-05-31T02:40:35.670Z","","","Included","composer-2.5","No","0","69583","1202597","10263","1282443","Included"
"2026-05-31T02:40:24.133Z","","","Included","composer-2.5","No","0","33094","419589","4853","457536","Included"
"2026-05-31T02:40:23.039Z","","","Included","composer-2.5","No","0","59111","2165459","14491","2239061","Included"
"2026-05-31T02:40:17.866Z","","","Included","composer-2.5","No","0","43587","854397","10509","908493","Included"
"2026-05-31T02:40:04.521Z","","","Included","composer-2.5","No","0","25406","550769","4881","581056","Included"
"2026-05-31T02:39:59.529Z","","","Included","composer-2.5","No","0","53359","848878","6918","909155","Included"
"2026-05-31T02:39:48.758Z","","","Included","composer-2.5","No","0","52377","1160517","12209","1225103","Included"
"2026-05-31T02:39:09.159Z","","","Included","composer-2.5","No","0","41331","990914","9395","1041640","Included"
"2026-05-31T02:39:02.349Z","","","Included","composer-2.5","No","0","32284","653908","7610","693802","Included"
"2026-05-31T02:39:02.146Z","","","Included","composer-2.5","No","0","48974","976028","11233","1036235","Included"
"2026-05-31T02:38:41.149Z","","","Included","composer-2.5","No","0","27125","210080","3007","240212","Included"
"2026-05-31T02:38:31.652Z","","","Included","composer-2.5","No","0","35523","417424","4172","457119","Included"
"2026-05-31T02:38:17.071Z","","","Included","composer-2.5","No","0","23702","182741","2155","208598","Included"
"2026-05-31T02:38:13.319Z","","","Included","composer-2.5","No","0","44731","917269","11595","973595","Included"
"2026-05-31T02:37:46.573Z","","","Included","composer-2.5","No","0","47018","258334","3680","309032","Included"
"2026-05-31T02:37:36.593Z","","","Included","composer-2.5","No","0","55694","1402848","13351","1471893","Included"
"2026-05-31T02:37:30.464Z","","","Included","composer-2.5","No","0","44075","963129","11689","1018893","Included"
"2026-05-31T02:37:29.550Z","","","Included","composer-2.5","No","0","92155","1238856","15450","1346461","Included"
"2026-05-31T02:37:08.483Z","","","Included","composer-2.5","No","0","54494","928352","11409","994255","Included"
"2026-05-31T02:36:55.214Z","","","Included","composer-2.5","No","0","72286","678607","9121","760014","Included"
"2026-05-31T02:36:54.142Z","","","Included","composer-2.5","No","0","27188","271864","3690","302742","Included"
"2026-05-31T02:36:52.587Z","","","Included","composer-2.5","No","0","56082","918041","9973","984096","Included"
"2026-05-31T02:36:43.792Z","","","Included","composer-2.5","No","0","81199","1472576","11632","1565407","Included"
"2026-05-31T02:36:25.978Z","","","Included","composer-2.5","No","0","25443","435856","5604","466903","Included"
"2026-05-31T02:36:22.432Z","","","Included","composer-2.5","No","0","45677","535369","8056","589102","Included"
"2026-05-31T02:36:17.532Z","","","Included","composer-2.5","No","0","47257","1531101","13458","1591816","Included"
"2026-05-31T02:35:48.836Z","","","Included","composer-2.5","No","0","53591","1134784","14140","1202515","Included"
"2026-05-31T02:35:40.937Z","","","Included","composer-2.5","No","0","38238","796023","9898","844159","Included"
"2026-05-31T02:35:39.435Z","","","Included","composer-2.5","No","0","32346","399929","4313","436588","Included"
"2026-05-31T02:35:32.931Z","","","Included","composer-2.5","No","0","54988","520559","5553","581100","Included"
"2026-05-31T02:35:31.880Z","","","Included","composer-2.5","No","0","78213","527361","6817","612391","Included"
"2026-05-31T02:35:26.190Z","","","Included","composer-2.5","No","0","24067","316698","2731","343496","Included"
"2026-05-31T02:35:22.970Z","","","Included","composer-2.5","No","0","31421","600558","6617","638596","Included"
"2026-05-31T02:35:17.492Z","","","Included","composer-2.5","No","0","16314","95840","1428","113582","Included"
"2026-05-31T02:35:13.589Z","","","Included","composer-2.5","No","0","73098","1124106","10341","1207545","Included"
"2026-05-31T02:35:03.878Z","","","Included","composer-2.5","No","0","62745","766986","9682","839413","Included"
"2026-05-31T02:34:40.432Z","","","Included","composer-2.5","No","0","15898","116192","1717","133807","Included"
"2026-05-31T02:34:34.725Z","","","Included","composer-2.5","No","0","67417","2814175","16361","2897953","Included"
"2026-05-31T02:34:23.600Z","","","Included","composer-2.5","No","0","28711","326806","3940","359457","Included"
"2026-05-31T02:34:23.411Z","","","Included","composer-2.5","No","0","30129","539870","5137","575136","Included"
"2026-05-31T02:34:01.980Z","","","Included","composer-2.5","No","0","51701","699815","9942","761458","Included"
"2026-05-31T02:34:00.377Z","","","Included","composer-2.5","No","0","15841","116688","2008","134537","Included"
"2026-05-31T02:33:58.492Z","","","Included","composer-2.5","No","0","38317","916515","11237","966069","Included"
"2026-05-31T02:33:30.183Z","","","Included","composer-2.5","No","0","30105","376334","4546","410985","Included"
"2026-05-31T02:33:29.315Z","","","Included","composer-2.5","No","0","16402","92831","1549","110782","Included"
"2026-05-31T02:33:26.037Z","","","Included","composer-2.5","No","0","49306","686269","7019","742594","Included"
"2026-05-31T02:32:55.649Z","","","Included","composer-2.5","No","0","75833","670488","6946","753267","Included"
"2026-05-31T02:32:37.210Z","","","Included","composer-2.5","No","0","41826","608728","8534","659088","Included"
"2026-05-31T02:32:31.155Z","","","Included","composer-2.5","No","0","22360","240018","3561","265939","Included"
"2026-05-31T02:32:15.490Z","","","Included","composer-2.5","No","0","22996","250433","4394","277823","Included"
"2026-05-31T02:31:39.333Z","","","Included","composer-2.5","No","0","37540","591959","8402","637901","Included"
"2026-05-31T02:31:34.838Z","","","Included","composer-2.5","No","0","64780","2172950","18327","2256057","Included"
"2026-05-31T02:31:26.168Z","","","Included","composer-2.5","No","0","82932","811529","9975","904436","Included"
"2026-05-31T02:31:25.767Z","","","Included","composer-2.5","No","0","65620","563809","9071","638500","Included"
"2026-05-31T02:31:23.972Z","","","Included","composer-2.5","No","0","70962","2042002","15976","2128940","Included"
"2026-05-31T02:31:23.327Z","","","Included","composer-2.5","No","0","34728","591520","9044","635292","Included"
"2026-05-31T02:31:20.178Z","","","Included","composer-2.5","No","0","49906","1170456","14005","1234367","Included"
"2026-05-31T02:31:15.603Z","","","Included","composer-2.5","No","0","101908","992353","11602","1105863","Included"
"2026-05-31T02:31:14.867Z","","","Included","composer-2.5","No","0","52685","659815","9681","722181","Included"
"2026-05-31T02:31:14.492Z","","","Included","composer-2.5","No","0","52210","815715","11316","879241","Included"
"2026-05-31T02:31:12.724Z","","","Included","composer-2.5","No","0","17594","211460","2864","231918","Included"
"2026-05-31T02:30:57.189Z","","","Included","composer-2.5","No","0","24743","196364","2329","223436","Included"
"2026-05-31T02:30:56.985Z","","","Included","composer-2.5","No","0","46148","806295","9094","861537","Included"
"2026-05-31T02:30:55.273Z","","","Included","composer-2.5","No","0","86372","579861","8425","674658","Included"
"2026-05-31T02:30:45.249Z","","","Included","composer-2.5","No","0","35490","495371","7913","538774","Included"
"2026-05-31T02:30:44.781Z","","","Included","composer-2.5","No","0","54130","1240802","11689","1306621","Included"
"2026-05-31T02:30:44.175Z","","","Included","composer-2.5","No","0","30175","400845","6780","437800","Included"
"2026-05-31T02:30:43.059Z","","","Included","composer-2.5","No","0","45357","579113","9603","634073","Included"
"2026-05-31T02:30:39.512Z","","","Included","composer-2.5","No","0","49484","965134","12283","1026901","Included"
"2026-05-31T02:15:34.521Z","","","Errored, No Charge","composer-2.5","No","0","1","20082","233","20316","-"
"2026-05-31T02:15:14.155Z","","","Errored, No Charge","composer-2.5","No","0","1","20082","256","20339","-"
"2026-05-31T02:15:08.941Z","","","Errored, No Charge","composer-2.5","No","0","1","56390","594","56985","-"
"2026-05-31T02:15:04.999Z","","","Errored, No Charge","composer-2.5","No","0","1","20720","299","21020","-"
"2026-05-31T02:15:01.964Z","","","Errored, No Charge","composer-2.5","No","0","399","19684","179","20262","-"
"2026-05-31T02:14:59.078Z","","","Errored, No Charge","composer-2.5","No","0","24","45056","163","45243","-"
"2026-05-31T02:14:57.099Z","","","Errored, No Charge","composer-2.5","No","0","17895","6449","268","24612","-"
"2026-05-31T02:14:55.823Z","","","Errored, No Charge","composer-2.5","No","0","1","28791","538","29330","-"
"2026-05-31T02:14:54.766Z","","","Errored, No Charge","composer-2.5","No","0","1","33614","974","34589","-"
"2026-05-31T02:14:53.614Z","","","Errored, No Charge","composer-2.5","No","0","1","40825","1528","42354","-"
"2026-05-31T02:14:53.534Z","","","Errored, No Charge","composer-2.5","No","0","12","25376","2038","27426","-"
"2026-05-31T02:14:50.773Z","","","Errored, No Charge","composer-2.5","No","0","1","29032","113","29146","-"
"2026-05-31T02:14:47.831Z","","","Errored, No Charge","composer-2.5","No","0","1","56390","648","57039","-"
"2026-05-31T02:14:45.974Z","","","Errored, No Charge","composer-2.5","No","0","1","20720","282","21003","-"
"2026-05-31T02:14:40.492Z","","","Errored, No Charge","composer-2.5","No","0","600","44480","170","45250","-"
"2026-05-31T02:14:36.574Z","","","Errored, No Charge","composer-2.5","No","0","1","24343","564","24908","-"
"2026-05-31T02:14:36.062Z","","","Errored, No Charge","composer-2.5","No","0","398","28394","410","29202","-"
"2026-05-31T02:14:35.509Z","","","Errored, No Charge","composer-2.5","No","0","1","40825","290","41116","-"
"2026-05-31T02:14:34.762Z","","","Errored, No Charge","composer-2.5","No","0","525","33090","486","34101","-"
"2026-05-31T02:14:34.118Z","","","Errored, No Charge","composer-2.5","No","0","1420","23968","415","25803","-"
"2026-05-31T02:14:33.596Z","","","Errored, No Charge","composer-2.5","No","0","213","28820","105","29138","-"
"2026-05-31T02:14:32.606Z","","","Errored, No Charge","composer-2.5","No","0","1","56390","430","56821","-"
"2026-05-31T02:14:31.309Z","","","Errored, No Charge","composer-2.5","No","0","625","20096","318","21039","-"
"2026-05-31T02:14:21.713Z","","","Errored, No Charge","composer-2.5","No","0","1","40825","182","41008","-"
"2026-05-31T02:14:20.113Z","","","Included","composer-2.5","No","0","1","22947","271","23219","Included"
"2026-05-31T02:14:18.794Z","","","Errored, No Charge","composer-2.5","No","0","1","28394","276","28671","-"
"2026-05-31T02:14:18.542Z","","","Errored, No Charge","composer-2.5","No","0","299","28522","137","28958","-"
"2026-05-31T02:14:18.260Z","","","Errored, No Charge","composer-2.5","No","0","23","23968","430","24421","-"
"2026-05-31T02:14:17.851Z","","","Errored, No Charge","composer-2.5","No","0","1","33090","438","33529","-"
"2026-05-31T02:14:17.551Z","","","Errored, No Charge","composer-2.5","No","0","1309","69578","861","71748","-"
"2026-05-31T02:14:16.348Z","","","Errored, No Charge","composer-2.5","No","0","1951","85984","610","88545","-"
"2026-05-31T02:13:58.523Z","","","Errored, No Charge","composer-2.5","No","0","16746","28256","1034","46036","-"
"2026-05-31T02:13:43.610Z","","","Errored, No Charge","composer-2.5","No","0","16503","94827","1451","112781","-"
"2026-05-31T02:13:42.965Z","","","Errored, No Charge","composer-2.5","No","0","15753","95486","1341","112580","-"
"2026-05-31T02:13:39.557Z","","","Errored, No Charge","composer-2.5","No","0","21951","133934","1857","157742","-"
"2026-05-31T02:13:10.410Z","","","Errored, No Charge","composer-2.5","No","0","26650","227694","5344","259688","-"
"2026-05-31T02:13:04.382Z","","","Errored, No Charge","composer-2.5","No","0","18877","20885","534","40296","-"
"2026-05-31T02:12:56.882Z","","","Errored, No Charge","composer-2.5","No","0","21259","288548","3627","313434","-"
"2026-05-31T02:12:56.513Z","","","Included","composer-2.5","No","0","16686","94910","1319","112915","Included"
"2026-05-31T02:12:49.180Z","","","Errored, No Charge","composer-2.5","No","0","13236","6449","286","19971","-"
"2026-05-31T02:12:38.339Z","","","Included","composer-2.5","No","0","19057","127295","1619","147971","Included"
"2026-05-31T02:12:30.387Z","","","Included","composer-2.5","No","0","16657","119782","1962","138401","Included"
"2026-05-31T02:12:28.999Z","","","Errored, No Charge","composer-2.5","No","0","58548","375085","5409","439042","-"
"2026-05-31T02:12:26.195Z","","","Errored, No Charge","composer-2.5","No","0","35561","423488","5255","464304","-"
"2026-05-31T02:12:04.129Z","","","Errored, No Charge","composer-2.5","No","0","55190","871767","6420","933377","-"
"2026-05-31T02:11:55.799Z","","","Included","composer-2.5","No","0","16900","119390","2215","138505","Included"
"2026-05-31T02:11:34.159Z","","","Included","composer-2.5","No","0","73045","443889","7133","524067","Included"
"2026-05-31T02:11:32.424Z","","","Included","composer-2.5","No","0","17270","119202","1823","138295","Included"
"2026-05-31T02:11:22.265Z","","","Included","composer-2.5","No","0","32167","312892","3213","348272","Included"
"2026-05-31T02:10:56.542Z","","","Included","composer-2.5","No","0","21842","181254","2526","205622","Included"
"2026-05-31T02:10:36.910Z","","","Included","composer-2.5","No","0","54911","238997","4853","298761","Included"
"2026-05-31T02:09:04.546Z","","","Included","composer-2.5","No","0","93087","1486983","12813","1592883","Included"
